GeneIds,Gene,TA003_ntCtrl_O2_1,TA003_ntCtrl_O2_2,TA012_ntCtrl_O2,TA020_ntCtrl_O2,TA034_ntCtrl_O2_1,TA034_ntCtrl_O2_2,TA039_ntCtrl_O2,TA003_ntCtrl_RA_1,TA003_ntCtrl_RA_2,TA012_ntCtrl_RA,TA020_ntCtrl_RA,TA034_ntCtrl_RA_1,TA034_ntCtrl_RA_2,TA039_ntCtrl_RA
ENSG00000163617.11,CCDC191,128,174,112,106,108,162,190,263,322,180,154,98,126,128
ENSG00000270880.1,ATP5PBP8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000287805.1,lncRNA*2271,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000285836.1,lncRNA*2272,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000151576.10,QTRT2,522,427,332,492,463,451,481,414,532,587,444,440,423,466
ENSG00000240912.1,H2BP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151577.14,DRD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241490.1,lncRNA*2273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240487.1,ATOSBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174255.8,ZNF80,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000181847.12,TIGIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181722.18,ZBTB20,45,119,54,74,48,64,112,85,58,49,115,68,56,49
ENSG00000259976.3,lncRNA*2274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284134.1,MIR568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241560.7,ZBTB20-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242290.2,ZBTB20-AS5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241295.1,ZBTB20-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264623.3,MIR4796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239946.1,ZBTB20-AS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240002.1,YBX1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242767.1,ZBTB20-AS4,1,1,0,1,0,1,2,0,0,0,2,1,0,1
ENSG00000242880.2,lncRNA*2275,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000288896.2,lncRNA*2276,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000244157.1,EIF4E2P2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000287795.1,lncRNA*2277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288074.1,lncRNA*2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000172020.13,GAP43,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000241596.1,lncRNA*2279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289153.2,lncRNA*2280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185565.13,LSAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243359.3,RN7SL815P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240922.1,LSAMP-AS1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ENSG00000241397.1,LINC00903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241156.3,RN7SL582P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198406.7,BZW1P2,17,17,10,29,12,27,20,21,16,22,25,28,30,22
ENSG00000243197.8,TUSC7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278072.1,misc_RNA*38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265433.1,MIR4447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274732.1,misc_RNA*39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242385.1,LINC00901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200372.1,RNU5E-8P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243014.1,PTMAP8,2,3,0,1,2,3,2,3,1,2,7,1,2,1
ENSG00000206889.1,RNU6-1200P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239268.5,LINC03051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240393.1,DRG1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241213.2,LINC02024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242816.2,lncRNA*2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243276.6,lncRNA*2282,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000286660.1,lncRNA*2283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144847.13,IGSF11,9,5,1,5,8,5,9,13,7,6,5,6,12,14
ENSG00000239877.3,IGSF11-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163424.9,TEX55,0,1,0,0,0,0,1,0,0,0,0,1,0,0
ENSG00000251012.2,protein_coding*96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000114638.8,UPK1B,3400,589,2275,14082,8878,10367,730,765,918,5166,16687,11957,11787,4741
ENSG00000121578.13,B4GALT4,998,1463,681,1159,1410,1663,1583,1684,2030,1074,1190,1487,1458,942
ENSG00000240254.2,B4GALT4-AS1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000031081.11,ARHGAP31,94,25,64,13,46,72,18,28,45,137,10,78,60,96
ENSG00000242829.1,RPS26P21,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000241155.1,ARHGAP31-AS1,1,0,2,0,0,0,0,0,0,1,1,1,0,1
ENSG00000207310.1,RNU6-1127P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176142.13,TMEM39A,583,508,329,549,453,536,514,512,709,601,466,412,350,401
ENSG00000163389.12,POGLUT1,237,439,221,469,271,312,507,427,512,328,416,291,223,271
ENSG00000272662.1,TIMMDC1-DT,0,1,0,0,0,0,1,0,1,1,0,0,0,1
ENSG00000113845.10,TIMMDC1,1312,1244,849,1528,1332,1337,1540,1374,1614,1314,1350,1205,1298,1280
ENSG00000121594.12,CD80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272967.1,lncRNA*2284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144843.12,ADPRH,60,54,38,26,32,43,54,67,104,88,57,34,40,68
ENSG00000144837.9,PLA1A,1,8,0,1,0,0,2,6,1,0,1,1,1,0
ENSG00000242052.1,RPL10P7,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000121577.14,POPDC2,18,20,13,14,12,7,25,15,21,20,17,8,15,9
ENSG00000289134.1,lncRNA*2285,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138495.7,COX17,599,571,509,579,661,802,682,619,664,806,538,622,659,619
ENSG00000286584.3,lncRNA*2286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183833.16,CFAP91,2,122,0,1,5,1,137,162,171,2,3,1,3,5
ENSG00000285585.1,protein_coding*97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239994.2,lncRNA*2287,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144852.20,NR1I2,0,2,1,0,0,1,1,2,0,0,0,2,0,0
ENSG00000240471.1,PHB1P8,1,0,0,1,2,0,0,0,1,0,0,0,0,0
ENSG00000082701.17,GSK3B,2322,1517,1583,2143,2156,2290,2020,1874,2115,2657,1910,1879,1891,2281
ENSG00000288662.1,lncRNA*2288,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000288667.1,lncRNA*2289,2,0,0,0,0,1,0,0,0,0,1,0,0,0
ENSG00000239835.1,PARLP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241546.1,RFKP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242622.4,GSK3B-DT,11,28,21,44,31,30,47,27,29,21,41,18,25,20
ENSG00000244308.2,RN7SL762P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244139.3,RN7SL397P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175697.11,GPR156,3,7,9,0,2,1,11,21,20,9,3,0,0,2
ENSG00000206721.1,Y_RNA*160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240882.1,PTOV1P1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163428.4,LRRC58,747,921,662,1069,800,894,936,948,1050,1195,1019,804,784,779
ENSG00000240661.3,BTNL12P,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000282950.1,lncRNA*2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242613.1,PPDPFP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163430.13,FSTL1,1963,855,683,731,915,1094,939,1265,1448,1133,735,916,886,1298
ENSG00000284121.1,MIR198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286735.1,lncRNA*2291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240774.1,CDK2AP1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244441.1,RPL34P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000065518.8,NDUFB4,1466,1360,1096,1521,1453,1558,1536,1664,1926,1622,1763,1766,1613,1308
ENSG00000113924.12,HGD,24,135,22,44,7,6,132,103,136,28,25,2,4,26
ENSG00000144840.10,RABL3,535,551,362,613,525,591,574,617,739,651,610,514,541,578
ENSG00000240452.1,MTCO1P29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243257.1,MTCO2P29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000153767.10,GTF2E1,300,283,184,351,306,353,274,371,450,385,340,351,327,264
ENSG00000213371.4,NAP1L1P3,0,2,2,5,3,1,2,4,2,6,1,5,2,1
ENSG00000286827.1,lncRNA*2292,0,2,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000243593.1,LINC02049,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287366.1,lncRNA*2293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000145087.14,STXBP5L,0,0,0,0,2,0,0,0,0,1,0,0,0,0
ENSG00000270782.1,processed_pseudogene*555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264477.1,MIR5682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243813.1,processed_pseudogene*556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242103.1,ARPC1AP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287022.1,lncRNA*2294,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000051341.15,POLQ,8,16,13,52,5,8,24,20,18,25,60,3,13,20
ENSG00000242445.1,RPL7AP11,15,20,6,21,11,20,18,5,12,9,16,4,8,15
ENSG00000186103.5,ARGFX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163833.8,FBXO40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000180353.11,HCLS1,831,854,652,1659,927,1140,801,1409,1922,826,2669,1128,1039,1066
ENSG00000243544.3,RN7SL172P,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000222057.1,RNU4-62P,0,2,1,4,0,0,1,1,0,0,2,0,0,0
ENSG00000173230.17,GOLGB1,2598,2919,2412,4397,2939,3509,3376,3772,4549,4785,4312,2962,2901,3124
ENSG00000288868.2,lncRNA*2295,16,30,17,44,15,20,39,23,49,24,58,25,27,34
ENSG00000173226.17,IQCB1,247,238,143,365,291,261,296,323,415,283,322,264,274,239
ENSG00000145088.9,EAF2,35,35,25,81,47,45,54,43,50,54,98,54,40,51
ENSG00000163406.11,SLC15A2,1879,2295,1753,4852,2764,2967,2370,2762,3613,2795,5599,3053,3207,1810
ENSG00000145103.15,ILDR1,406,425,499,960,669,678,439,484,692,721,1179,743,773,443
ENSG00000202388.1,Y_RNA*161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000114013.16,CD86,30,40,37,16,15,14,53,36,52,78,15,34,51,42
ENSG00000287977.1,processed_pseudogene*557,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000036828.17,CASR,0,0,0,1,1,1,0,0,0,0,0,0,0,0
ENSG00000240236.1,HNRNPA1P23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000121552.4,CSTA,2652,3903,874,10878,10010,11604,5603,3223,2679,1296,8985,6434,5934,1246
ENSG00000160124.9,MIX23,199,236,146,250,226,305,282,222,281,273,261,250,249,231
ENSG00000114023.16,FAM162A,729,753,539,1076,910,975,816,959,972,736,1233,1052,1029,828
ENSG00000196981.4,WDR5B,145,218,102,237,203,151,231,225,271,167,177,150,146,128
ENSG00000272758.7,WDR5B-DT,8,22,11,22,8,7,27,28,29,16,24,4,6,15
ENSG00000242531.1,unprocessed_pseudogene*154,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000114030.13,KPNA1,1936,1332,1325,1483,1573,1760,1601,1680,2078,2367,1429,1553,1697,1905
ENSG00000275348.1,processed_pseudogene*558,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287207.1,lncRNA*2296,0,0,0,1,0,0,0,0,1,0,0,0,0,0
ENSG00000138496.17,PARP9,1273,1446,1179,1253,1586,1613,1526,1825,2324,2130,1105,1384,1429,1521
ENSG00000163840.10,DTX3L,1633,1644,1708,2169,2167,2210,1739,1947,2338,2880,1768,1939,1908,1611
ENSG00000173200.13,PARP15,5,0,20,6,0,1,1,0,1,36,5,3,5,8
ENSG00000243918.1,EIF4BP8,0,0,0,0,1,0,3,0,1,0,0,2,0,0
ENSG00000173193.15,PARP14,1559,2072,1491,2223,1832,1918,1913,2030,3013,2601,1681,1526,1523,1705
ENSG00000169087.11,HSPBAP1,99,142,117,161,121,124,155,151,174,189,176,114,132,66
ENSG00000138463.9,SLC49A4,829,723,700,1015,987,941,830,1001,1132,1144,1192,929,951,721
ENSG00000273033.2,LINC02035,122,197,194,241,132,135,190,181,162,300,389,166,138,137
ENSG00000082684.16,SEMA5B,6,1,13,1,11,5,0,2,0,43,0,18,8,3
ENSG00000065485.20,PDIA5,277,183,114,145,104,143,244,211,237,274,167,118,141,301
ENSG00000284421.1,MIR7110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000121542.12,SEC22A,224,199,125,230,143,187,195,214,226,214,188,161,173,194
ENSG00000273454.1,lncRNA*2297,1,0,3,1,1,0,0,4,5,5,1,2,0,5
ENSG00000173175.16,ADCY5,2,6,0,0,0,0,4,2,1,0,0,0,0,1
ENSG00000272678.1,lncRNA*2298,0,5,0,0,0,1,0,2,2,5,3,0,0,1
ENSG00000206527.10,HACD2,3460,1276,1609,1757,1741,1963,1541,2025,2388,3151,1481,1898,2124,3423
ENSG00000239523.8,MYLK-AS1,20,26,18,20,14,18,23,16,22,22,20,16,24,25
ENSG00000065534.20,MYLK,385,156,288,25,30,85,183,354,363,697,37,105,74,446
ENSG00000250174.5,MYLK-AS2,0,0,0,0,0,0,0,0,0,1,1,0,1,0
ENSG00000288806.2,lncRNA*2299,0,0,2,1,0,0,1,0,5,0,0,0,0,1
ENSG00000273123.1,lncRNA*2300,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ENSG00000207002.1,snoRNA*68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175455.16,CCDC14,580,675,571,561,311,362,657,659,825,871,608,250,317,584
ENSG00000065371.18,ROPN1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
ENSG00000160145.16,KALRN,62,45,27,35,97,124,91,80,65,41,27,150,146,77
ENSG00000266383.1,MIR5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240622.1,RPL7P15,0,0,0,0,1,0,1,0,0,0,1,0,0,0
ENSG00000276656.1,MIR6083,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252751.1,RNU6-143P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288713.1,lncRNA*2301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260391.2,lncRNA*2302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000114491.14,UMPS,651,595,424,776,724,687,677,700,790,651,791,685,671,668
ENSG00000265981.1,MIR544B,1,1,1,2,0,0,4,1,0,1,2,0,2,0
ENSG00000242199.1,RPS26P22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000082781.12,ITGB5,1085,595,947,190,580,724,686,830,925,1983,399,1048,1058,1700
ENSG00000244286.1,ITGB5-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280042.1,TEC*95,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000276626.1,7SK*3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243986.2,ENO1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173702.7,MUC13,4,25,1,21,2,3,31,5,9,0,1,1,2,3
ENSG00000173706.15,HEG1,2460,925,1626,189,713,910,991,1116,1316,2397,210,878,797,2500
ENSG00000252642.1,RNA5SP137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288022.1,lncRNA*2303,0,0,0,0,0,0,1,3,0,0,0,0,0,0
ENSG00000221955.11,SLC12A8,175,123,124,53,75,63,143,136,125,181,54,61,82,155
ENSG00000199327.1,RNU6-230P,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000264986.1,MIR5092,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163848.21,ZNF148,1014,1004,773,1478,1219,1337,1117,1194,1417,1332,1295,1159,1180,1006
ENSG00000229048.5,DUTP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243508.1,DNAJB6P7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289324.2,lncRNA*2304,0,0,1,0,1,0,0,1,0,1,1,1,0,0
ENSG00000252953.1,RNU6-232P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000114520.11,SNX4,582,504,398,666,582,604,585,622,734,684,589,624,573,615
ENSG00000201800.1,Y_RNA*162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252965.1,Y_RNA*163,2,2,3,6,1,4,2,8,6,4,6,2,3,6
ENSG00000144909.8,OSBPL11,466,425,380,700,607,556,532,644,771,684,699,530,589,500
ENSG00000243072.1,YTHDF3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242001.1,MYLKP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234458.4,OR7E130P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243429.1,OR7E29P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228963.3,OR7E93P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239978.1,OR7E53P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179170.11,OR7E97P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239432.1,VPS51P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284624.1,lncRNA*2305,0,0,0,0,0,3,3,1,1,1,0,0,1,0
ENSG00000284660.1,transcribed_unprocessed_pseudogene*27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272840.1,lncRNA*2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239804.1,RPS24P9,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221737.1,MIR548I1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ENSG00000242229.1,RPS3AP14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287617.1,lncRNA*2307,0,0,3,3,1,0,3,2,0,0,1,1,2,0
ENSG00000241346.1,SNRPCP11,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241288.8,LINC02614,3,32,3,18,3,4,20,13,19,9,24,8,13,3
ENSG00000241278.1,ENPP7P4,0,0,2,0,0,0,4,0,0,0,0,0,0,0
ENSG00000248787.2,lncRNA*2308,0,0,0,4,0,2,1,2,4,0,4,0,3,2
ENSG00000291071.1,FAM86JP,11,8,3,17,27,21,21,9,12,16,10,17,16,11
ENSG00000171084.18,FAM86JP*1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000291096.1,lncRNA*2309,2,0,2,1,0,0,0,8,1,2,1,1,2,2
ENSG00000189366.13,ALG1L1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241439.1,FBRSL1P1,0,0,0,2,0,0,0,0,0,0,1,0,0,0
ENSG00000114547.10,ROPN1B,4,18,0,29,7,13,23,27,34,1,35,10,9,4
ENSG00000114544.17,SLC41A3,568,570,447,656,568,586,630,663,795,687,830,508,598,541
ENSG00000248607.1,lncRNA*2310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250012.2,SLC41A3-AS1,6,43,1,28,26,28,27,42,31,5,32,19,16,12
ENSG00000144908.14,ALDH1L1,831,624,249,1609,1021,1162,722,617,889,382,1995,1136,1216,893
ENSG00000250218.1,ALDH1L1-AS1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000272020.1,RNU1-30P,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000246022.4,ALDH1L1-AS2,3,2,2,9,3,7,5,2,4,4,4,10,7,3
ENSG00000287232.1,lncRNA*2311,3,18,2,12,8,7,17,14,17,10,7,2,8,7
ENSG00000250934.3,lncRNA*2312,0,2,4,2,1,5,0,0,0,3,0,0,2,0
ENSG00000251448.2,lncRNA*2313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287440.1,lncRNA*2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163884.4,KLF15,6,41,12,54,21,16,77,26,28,34,26,9,21,11
ENSG00000249833.7,CFAP100-DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163885.12,CFAP100,3,414,0,7,4,7,247,326,451,3,3,5,9,8
ENSG00000279328.1,TEC*96,0,1,1,2,1,3,3,2,1,1,0,0,1,0
ENSG00000070476.15,ZXDC,531,636,406,754,670,774,654,628,813,799,900,676,616,470
ENSG00000159650.9,UROC1,0,1,0,3,1,0,0,0,0,0,0,0,2,0
ENSG00000180767.11,CHST13,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000180697.9,C3orf22,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000201968.1,RNA5SP138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197763.20,TXNRD3,183,147,129,188,119,147,224,230,282,245,212,151,161,211
ENSG00000248557.1,METTL5P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198284.9,NUP210P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248850.1,SF3A2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000159685.11,CHCHD6,121,184,100,173,146,162,201,233,209,153,217,173,158,108
ENSG00000249558.1,RCC2P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280053.1,TEC*97,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000114554.12,PLXNA1,3343,3961,2682,3758,3264,3864,3980,3858,4221,5358,3977,3888,3795,3569
ENSG00000287784.1,lncRNA*2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214324.5,PRR23E,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212556.1,Y_RNA*164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290035.1,lncRNA*2316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243016.1,PRR23E2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289641.1,lncRNA*2317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201288.1,RNU6-1047P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286919.1,lncRNA*2318,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000239620.3,PRR20G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244215.2,LINC02016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288769.2,lncRNA*2319,1,1,2,0,0,0,1,1,8,3,0,1,2,0
ENSG00000239921.6,LINC01471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240562.1,LINC01472,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000282975.1,LINC02034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000282860.1,lncRNA*2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163870.16,TPRA1,564,623,505,586,587,600,693,758,809,784,798,646,754,626
ENSG00000275067.1,MIR6825,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276083.1,MIR7976,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000073111.14,MCM2,166,257,170,397,161,161,287,265,274,258,550,172,199,182
ENSG00000285600.2,lncRNA*2321,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000114631.11,PODXL2,244,332,100,118,243,319,353,337,330,179,173,330,274,302
ENSG00000114626.18,ABTB1,299,417,333,301,459,542,333,457,517,447,475,407,543,340
ENSG00000074416.16,MGLL,1207,477,645,689,898,1090,1041,953,862,1555,1163,1262,1449,1264
ENSG00000287143.1,lncRNA*2322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187715.13,KBTBD12,0,0,0,3,0,0,0,1,0,0,1,1,1,0
ENSG00000201210.1,RNA5SP139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000058262.11,SEC61A1,7834,5895,4426,6808,5690,6196,6455,6452,8299,8044,6933,5714,5912,6993
ENSG00000175792.12,RUVBL1,630,921,486,571,624,631,955,1092,1400,809,579,583,612,591
ENSG00000222627.1,RNU2-37P,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000239608.1,RUVBL1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212344.1,RNU6-823P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132394.11,EEFSEC,208,216,189,316,171,193,243,254,267,252,318,202,250,202
ENSG00000285619.1,lncRNA*2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179407.4,DNAJB8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242049.1,DNAJB8-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179348.13,GATA2,0,0,0,0,1,0,2,0,1,0,1,4,4,0
ENSG00000244300.3,GATA2-AS1,12,4,4,12,8,14,6,12,2,6,25,18,19,13
ENSG00000239405.1,TMED10P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286806.1,lncRNA*2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198685.4,LINC01565,0,0,0,0,0,0,0,0,0,0,0,0,0,0
